ref_id,name,category,book,tabula,modern_location,recension,lon_ptolemy,lat_ptolemy,naming_observation,feature_id,sequence_in_feature,feature_closes_loop,river_feature_id,river_sequence_in_feature,island_feature_id,island_sequence_in_feature,island_feature_closes_loop,mountain_feature_id,mountain_sequence_in_feature
2.03.23.02,Luentinum,city,Europe,EU01,Pumsaint,Omega,15.75,55.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.23.03,Maridunum,city,Europe,EU01,Carmarthen,Omega,15.5,54.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.24.02,Bullaeum (Bulleum),city,Europe,EU01,,Omega,16.3333333333333,55.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.25.02,Corinium,city,Europe,EU01,Cirenchester,Omega,18.0,54.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.26.02,Calleva,city,Europe,EU01,Silchester,Omega,19.0,54.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.27.02,Londinium*,city,Europe,EU01,London,Omega,20.0,54.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.27.03,Durovernum,city,Europe,EU01,Canterbury,Omega,21.0,53.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.27.04,Rutupiae,city,Europe,EU01,Richborough,Omega,21.75,54.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.28.04,Noviomagus,city,Europe,EU01,Chichester,Omega,19.75,53.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.28.07,Iscalis,city,Europe,EU01,,Omega,16.6666666666667,53.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.28.08,Aquae Calidae,city,Europe,EU01,Bath,Omega,17.3333333333333,53.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.28.09,Venta,city,Europe,EU01,Winchester,Omega,18.6666666666667,53.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.29.02,Dunium,city,Europe,EU01,,Omega,18.0,52.9166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.30.02,Voliba,city,Europe,EU01,,Omega,14.75,52.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.30.03,Uxella (Uzela),city,Europe,EU01,,Omega,15.0,52.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.30.04,Tamare,city,Europe,EU01,,Omega,15.0,52.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.30.05,Isca,city,Europe,EU01,Exeter,Omega,17.5,52.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.30.06,Legio II Augusta,city,Europe,EU01,,Omega,17.0,52.5833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.03.31.03,Scitis,island,Europe,EU01,Skye,Omega,32.6666666666667,60.75,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.31.04,Dumna*,island,Europe,EU01,Lewis,Omega,30.0,61.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.31.05,Orkaden (30),island,Europe,EU01,Orkney-Inseln,Omega,30.0,61.6666666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.32.01,Thule W,island,Europe,EU01,,Omega,29.0,63.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.32.02,Thule O,island,Europe,EU01,,Omega,31.6666666666667,63.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.32.03,Thule N,island,Europe,EU01,,Omega,30.3333333333333,63.25,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.32.04,Thule S,island,Europe,EU01,,Omega,30.3333333333333,62.6666666666667,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.32.05,Thule Mitte*,island,Europe,EU01,,Omega,30.3333333333333,63.0,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.33.02,Tanatis,island,Europe,EU01,Isle of Thanet,Omega,23.0,54.3333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.33.03,Counnus (Covennus),island,Europe,EU01,,Omega,24.0,54.5,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.03.33.05,Vectis*,island,Europe,EU01,Wight,Omega,19.3333333333333,52.3333333333333,manually verified island-appendix section (_ISLAND_APPENDIX_SECTIONS),,,,,,,,,,
2.04.03.01,Anas-Mündung (westliche),river_mouth,Europe,EU02,Guadiana-Mündung,Omega,4.08333333333333,37.6666666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,0,1,river_002_Anas,0,,,,,
2.04.03.02,Anas-Mündung (östliche),river_mouth,Europe,EU02,Guadiana-Mündung,Omega,4.33333333333333,37.5,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,1,1,river_002_Anas,1,,,,,
2.04.03.03,Anas (Biegung gegen Osten),river,Europe,EU02,Guadiana,Omega,6.33333333333333,39.0,"matches river-course pattern (Mitte/Biegung/Abzweigung/Aufteilung/Oberlauf/Unterlauf), not a gulf bend",,,,river_002_Anas,2,,,,,
2.04.03.04,"Anas (Grenzpunkt Baetica, Lusitania, Tarraconensis)",coast,Europe,EU02,Guadiana,Omega,9.0,39.0,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,2,1,,,,,,,
2.04.03.07,Baetica (Ostende am Baliarischen Meer),coast,Europe,EU02,Andalusien,Omega,12.0,37.25,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,3,1,,,,,,,
2.04.03.08,Anas-Quellen,river,Europe,EU02,Guadiana-Quellen,Omega,14.0,40.0,matches river-feature pattern (Quelle/Quellgebiet/Einmündung/Ursprung/Zusammenfluss),,,,river_002_Anas,3,,,,,
2.04.05.04,Onoba Ästuaria,coast,Europe,EU02,Huelva,Omega,4.66666666666667,37.3333333333333,matches estuary pattern (Ästuar),coastline_002_EU02,23,1,,,,,,,
2.04.05.05,Baetis-Mündung (westliche),river_mouth,Europe,EU02,Guadalquivir-Mündung,Omega,5.08333333333333,37.1666666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,22,1,river_003_Baetis,0,,,,,
2.04.05.06,Baetis-Mündung (östliche),river_mouth,Europe,EU02,Guadalquivir-Mündung,Omega,5.33333333333333,37.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,21,1,river_003_Baetis,1,,,,,
2.04.05.07,Baetis-Quellen,river,Europe,EU02,Guadalquivir-Quellen,Omega,12.0,38.5,matches river-feature pattern (Quelle/Quellgebiet/Einmündung/Ursprung/Zusammenfluss),,,,river_003_Baetis,2,,,,,
2.04.05.08,Ästuar bei Asta,coast,Europe,EU02,,Omega,6.0,36.75,matches estuary pattern (Ästuar),coastline_002_EU02,20,1,,,,,,,
2.04.05.10,Menestheus-Hafen,harbor,Europe,EU02,bei Puerto de Santa Maria,Omega,6.0,36.3333333333333,"matches harbor pattern (Hafen/Portus) - coastal, colored separately",coastline_002_EU02,19,1,,,,,,,
2.04.05.11,"Hera-Tempel, Kap am Beginn der Meerenge des Herakles",coast,Europe,EU02,,Omega,5.75,36.0,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_002_EU02,18,1,,,,,,,
2.04.05.12,Baelo-Mündung,river_mouth,Europe,EU02,Rio del Valle-Mündung,Omega,6.16666666666667,36.1666666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,17,1,,,,,,,
2.04.05.13,Baelo,coast,Europe,EU02,Bolonia,Omega,6.25,36.6666666666667,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,16,1,,,,,,,
2.04.06.02,Mellaria,city,Europe,EU02,Valdevaqueros,Omega,6.5,36.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.06.03,Iulia Traducta,city,Europe,EU02,Algeciras,Omega,6.66666666666667,36.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.06.04,Barbesula,city,Europe,EU02,Torre de Guadiaro,Omega,7.25,36.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.06.05,Carteia,city,Europe,EU02,El Rocadillo,Omega,7.5,36.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.06.06,"Calpe,Säule des Inneren Meeres",mountain,Europe,EU02,Felsen v. Gibraltar,Omega,7.5,36.25,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
2.04.07.02,Barbesula-Mündung,river_mouth,Europe,EU02,Guadiaro-Mündung,Omega,7.66666666666667,36.6666666666667,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,15,1,,,,,,,
2.04.07.03,Suel,coast,Europe,EU02,Fuengirola,Omega,8.0,36.0833333333333,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,14,1,,,,,,,
2.04.07.04,Salduba-Mündung,river_mouth,Europe,EU02,Guadalhorce-Mündung,Omega,8.5,37.0,"matches 'Mündung' (river mouth) - coastal, colored separately",coastline_002_EU02,13,1,,,,,,,
2.04.07.05,Malaca,coast,Europe,EU02,Málaga,Omega,8.83333333333333,37.5,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,12,1,,,,,,,
2.04.07.06,Maenoba,coast,Europe,EU02,Torre del Mar,Omega,9.25,37.25,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,11,1,,,,,,,
2.04.07.07,Sexi,coast,Europe,EU02,Almuñécar,Omega,9.0,37.25,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,10,1,,,,,,,
2.04.07.08,Selambina,coast,Europe,EU02,Salobreña,Omega,10.25,37.25,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,9,1,,,,,,,
2.04.07.09,Landspitze,coast,Europe,EU02,,Omega,10.8333333333333,37.0833333333333,matches cape pattern (Spitze/Vorgebirge/Promont),coastline_002_EU02,8,1,,,,,,,
2.04.07.10,Abdara,coast,Europe,EU02,Adra,Omega,10.75,37.1666666666667,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,7,1,,,,,,,
2.04.07.11,Portus Magnus,harbor,Europe,EU02,Golfo de Almería,Omega,11.3333333333333,37.0833333333333,"matches harbor pattern (Hafen/Portus) - coastal, colored separately",coastline_002_EU02,6,1,,,,,,,
2.04.07.12,Kap des Charidemus,coast,Europe,EU02,Cabo de Gata,Omega,11.5,36.3333333333333,contains 'Kap' (cape) - coastal regardless of any mountain-range aside,coastline_002_EU02,5,1,,,,,,,
2.04.08.03,Baria,coast,Europe,EU02,Vera,Omega,11.75,37.1666666666667,no specific keyword match; section header names a sea/ocean/gulf,coastline_002_EU02,4,1,,,,,,,
2.04.10.03,Segida Augurina,city,Europe,EU02,bei Palma del Río,Omega,9.16666666666667,38.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.10.04,Iliturgi,city,Europe,EU02,bei Mengíbar,Omega,9.5,38.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.10.05,Vogia,city,Europe,EU02,,Omega,9.0,38.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.10.06,Calpurniana,city,Europe,EU02,,Omega,9.75,38.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.10.07,Caecila,city,Europe,EU02,,Omega,9.25,38.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.10.08,Biniana,city,Europe,EU02,,Omega,10.0,38.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.01,Corduba*,city,Europe,EU02,Córdoba,Omega,9.33333333333333,38.0833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.02,Ulia,city,Europe,EU02,Montemayor,Omega,9.5,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.03,Obulco,city,Europe,EU02,Porcuna,Omega,10.1666666666667,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.04,Arcilacis (Arcilalis),city,Europe,EU02,,Omega,8.75,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.05,Detumo,city,Europe,EU02,bei Posadas,Omega,8.66666666666667,37.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.06,Murgi,city,Europe,EU02,bei Dalías,Omega,8.25,37.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.07,Salduba,city,Europe,EU02,,Omega,8.75,37.9166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.08,Tucci,city,Europe,EU02,Martos,Omega,8.0,37.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.09,Sala,city,Europe,EU02,,Omega,7.5,37.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.10,Singili Barba,city,Europe,EU02,El Castillón,Omega,7.0,36.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.11,Ebora,city,Europe,EU02,bei Sanlúcar de Barrameda,Omega,6.25,36.9166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.12,Onoba,city,Europe,EU02,Jimena de la Frontera,Omega,6.16666666666667,36.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.13,Illipula Magna,city,Europe,EU02,,Omega,9.66666666666667,38.0833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.14,Selia,city,Europe,EU02,,Omega,9.66666666666667,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.15,Vescis,city,Europe,EU02,,Omega,9.5,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.16,Osqua,city,Europe,EU02,bei Villanueva de Concepción,Omega,9.16666666666667,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.17,Artigis,city,Europe,EU02,,Omega,9.66666666666667,37.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.18,Calecula,city,Europe,EU02,bei Pinos Puente,Omega,10.1666666666667,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.19,Lacibis,city,Europe,EU02,,Omega,10.25,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.20,Sacili,city,Europe,EU02,Alcorrucén,Omega,10.4166666666667,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.21,Lacippo,city,Europe,EU02,Alechipe,Omega,10.75,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.11.22,Iliberri,city,Europe,EU02,Granada,Omega,11.0,37.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.03,Canaca,city,Europe,EU02,,Omega,4.33333333333333,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.04,Seria Fama Iulia,city,Europe,EU02,Jerez de los Caballeros,Omega,4.66666666666667,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.05,Osca,city,Europe,EU02,,Omega,5.0,37.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.06,Caeriana,city,Europe,EU02,,Omega,5.16666666666667,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.07,Urium,city,Europe,EU02,,Omega,5.66666666666667,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.08,Illipula,city,Europe,EU02,Niebla,Omega,6.0,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.09,Segida Restituta Iulia,city,Europe,EU02,,Omega,6.5,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.10,Iptuci,city,Europe,EU02,Cabeza de Hortales,Omega,5.5,37.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.11,Sala,city,Europe,EU02,,Xi,5.66666666666667,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.12,Nabrissa,city,Europe,EU02,Lebrija,Omega,5.66666666666667,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.13,Ugia (Utia),city,Europe,EU02,,Omega,5.5,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.14,Asta,city,Europe,EU02,Mesas de Asta,Omega,6.0,37.33333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.15,Corticata,city,Europe,EU02,,Omega,6.66666666666667,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.12.16,Laelia,city,Europe,EU02,bei Albaida del Aljarafe,Omega,6.5,38.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.01,Italica,city,Europe,EU02,Santiponce,Omega,7.0,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.02,Maxilua,city,Europe,EU02,,Omega,6.33333333333333,37.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.03,Ugia,city,Europe,EU02,bei Las Cabezas de San Juan,Omega,7.0,37.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.04,Carissa,city,Europe,EU02,Cortijo de Carija,Omega,6.5,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.05,Calduba,city,Europe,EU02,,Omega,6.66666666666667,37.25,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.06,Paesula (Pesula),city,Europe,EU02,,Omega,7.0,37.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.07,Saguntia,city,Europe,EU02,Baños de Gigonza,Omega,6.5,37.9166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.08,Asido,city,Europe,EU02,Medina Sidonia,Omega,6.5,37.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.09,Nertobriga,city,Europe,EU02,bei Fregenal de la Sierra,Omega,7.0,38.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.10,Contributa Iulia Ugultunia,city,Europe,EU02,bei Medina de los Torres,Omega,9.16666666666667,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.11,Regina,city,Europe,EU02,bei Casas de Reina,Omega,7.16666666666667,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.12,Cursu,city,Europe,EU02,,Omega,8.0,38.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.13,Mirobriga,city,Europe,EU02,Capilla,Omega,7.0,38.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.14,Spoletinum,city,Europe,EU02,,Omega,7.33333333333333,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.13.15,Ilipa Magna,city,Europe,EU02,Alcála del Río,Omega,7.66666666666667,37.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.01,Hispalis*,city,Europe,EU02,Sevilla,Omega,7.25,37.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.02,Obulcula,city,Europe,EU02,La Monclova,Omega,8.0,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.03,Calecula,city,Europe,EU02,,Omega,7.66666666666667,37.75,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.04,Oleastrum,city,Europe,EU02,,Omega,7.33333333333333,37.1666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.05,Urso,city,Europe,EU02,Osuna,Omega,7.5,37.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.06,Baesippo,city,Europe,EU02,Barbate,Omega,7.25,37.0833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.07,Fornacis (Furnacis),city,Europe,EU02,,Omega,8.5,38.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.08,Arsa,city,Europe,EU02,,Omega,8.66666666666667,38.5833333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.09,Asyla (Asula),city,Europe,EU02,,Omega,8.58333333333333,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.10,Astigi,city,Europe,EU02,Écija,Omega,8.25,38.3333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.14.11,Carmo,city,Europe,EU02,Carmona,Omega,8.16666666666667,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.15.02,Arucci,city,Europe,EU02,Aroche,Omega,5.83333333333333,38.0,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.15.03,Arunda,city,Europe,EU02,Ronda,Omega,6.5,38.5,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.15.04,Curiga,city,Europe,EU02,Monesterio,Omega,6.0,38.6666666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.15.05,Acinippo,city,Europe,EU02,Ronda la Vieja,Omega,6.5,38.8333333333333,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.15.06,Vama,city,Europe,EU02,Salvatierra de los Barros,Omega,6.25,38.4166666666667,no specific keyword match; section not sea-headed (default),,,,,,,,,,
2.04.15.08,Marianum-Gebirge (Mitte),mountain,Europe,EU02,Sierra Morena westlicher Teil,Omega,7.33333333333333,37.6666666666667,"matches mountain-range name pattern (Gebirge/-berg/Calpe), not a river point naming it as a location",,,,,,,,,,
